title,features_handheld,features_max_players,features_multiplatform,features_online,metadata_genres,metadata_licensed,metadata_publishers,metadata_sequel,metrics_review_score,metrics_sales,metrics_used_price,release_console,release_rating,release_rerelease,release_year,length_all_playstyles_average,length_all_playstyles_leisure,length_all_playstyles_median,length_all_playstyles_polled,length_all_playstyles_rushed,length_completionists_average,length_completionists_leisure,length_completionists_median,length_completionists_polled,length_completionists_rushed,length_main_extras_average,length_main_extras_leisure,length_main_extras_median,length_main_extras_polled,length_main_extras_rushed,length_main_story_average,length_main_story_leisure,length_main_story_median,length_main_story_polled,length_main_story_rushed
Don King Presents: Prizefighter,TRUE,2,TRUE,TRUE,Sports,TRUE,2K,TRUE,56,0.15,14.95,X360,M,TRUE,2008,12.85,12.85,12.85,1,12.85,0,0,0,0,0,12.85,12.85,12.85,1,12.85,0,0,0,0,0
Bomberman,TRUE,1,TRUE,TRUE,"Action,Strategy",TRUE,,TRUE,73,0.15,12.95,Sony PSP,M,TRUE,2008,3.333333333,4.133333333,3.2,7,2.633333333,0,0,0,0,0,0,0,0,0,0,3.333333333,4.133333333,3.2,7,2.633333333
Ferrari Challenge Trofeo Pirelli,TRUE,1,TRUE,TRUE,Racing / Driving,TRUE,,TRUE,71,0.15,17.95,PlayStation 3,E,TRUE,2008,32,40,32,2,24,48,48,48,1,48,0,0,0,0,0,16,16,16,1,16
Command & Conquer 3: Kane's Wrath,TRUE,1,TRUE,TRUE,Strategy,TRUE,EA,TRUE,75,0.15,17.95,X360,M,TRUE,2008,9.766666667,12.81666667,9.5,20,7.316666667,0,0,0,0,0,11.31666667,13.7,11.53333333,8,8.683333333,8.733333333,10.11666667,8.1,12,6.7
Lost: Via Domus,TRUE,1,TRUE,TRUE,"Action,Adventure",TRUE,Ubisoft,TRUE,55,0.15,17.95,X360,M,TRUE,2008,5.833333333,9.616666667,5.633333333,30,5.116666667,6.566666667,9.883333333,6,12,5.383333333,5.333333333,5.5,5.333333333,2,5.166666667,5.35,5.8,5.366666667,16,4.933333333
NHL 2K9 ,TRUE,1,TRUE,TRUE,Sports,TRUE,2K,TRUE,69,0.15,14.95,X360,T,TRUE,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eternal Sonata,TRUE,2,TRUE,TRUE,Role-Playing (RPG),TRUE,Namco,TRUE,80,0.14,24.95,PlayStation 3,M,TRUE,2008,38.15,117.95,33.7,132,23.95,70.66666667,132.85,60.76666667,14,48.85,41.3,67.68333333,39.45,50,31.68333333,29.13333333,43.16666667,30,68,20.78333333
Viva Pi$?ata: Trouble in Paradise,TRUE,2,TRUE,TRUE,"Racing / Driving,Simulation,Strategy",TRUE,Microsoft,TRUE,82,0.14,17.95,X360,T,TRUE,2008,31.88333333,48.18333333,20.86666667,4,21.08333333,18.76666667,20.25,18.76666667,2,17.28333333,20,20,20,1,20,70,70,70,1,70
FlatOut: Head On,TRUE,1,TRUE,TRUE,"Racing / Driving,Sports",TRUE,,TRUE,74,0.14,9.95,Sony PSP,E,TRUE,2008,21.8,32,23,21,16.45,40.8,41.21666667,40.8,2,40.4,20.98333333,26.23333333,24,13,16.83333333,17.25,21.93333333,14.5,6,13.18333333
Viking: Battle for Asgard,TRUE,1,TRUE,TRUE,Action,TRUE,Sega,TRUE,65,0.14,16.95,PlayStation 3,M,TRUE,2008,17.5,24.36666667,16,52,12.1,22.51666667,27.11666667,22,15,16.45,17.31666667,21.93333333,16.43333333,21,13.93333333,13.03333333,18.75,12,16,9.983333333
Neopets Puzzle Adventure,TRUE,1,TRUE,TRUE,"Role-Playing (RPG),Strategy",TRUE,Capcom,TRUE,52,0.14,14.95,Nintendo Wii,E,TRUE,2008,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,3,3,3,1,3
TNA iMPACT!,TRUE,1,TRUE,TRUE,Sports,TRUE,Midway,TRUE,43,0.14,14.95,Nintendo Wii,E,TRUE,2008,15.88333333,28.61666667,8.25,8,9.033333333,45.16666667,45.16666667,45.16666667,1,45.16666667,32.93333333,32.93333333,32.93333333,1,32.93333333,8.166666667,9.55,8.05,6,7.05
Tomb Raider: Underworld,TRUE,1,TRUE,TRUE,Action,TRUE,Eidos,TRUE,70,0.14,17.95,Nintendo Wii,T,TRUE,2008,11.51666667,17.88333333,10.03333333,143,7.833333333,18.88333333,21.96666667,19,13,14.46666667,12.11666667,16.01666667,12,37,9.733333333,10.25,15.55,10,93,7.516666667
The Club,TRUE,4,TRUE,TRUE,Action,TRUE,Sega,TRUE,76,0.13,14.95,X360,T,TRUE,2008,6.133333333,12.71666667,4.75,16,4.133333333,20,20,20,1,20,7.666666667,9.416666667,8,3,5.916666667,4.583333333,5.766666667,4.5,12,3.683333333
The Chronicles of Narnia: Prince Caspian,TRUE,2,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,Disney,TRUE,56,0.13,14.95,X360,M,TRUE,2008,12.81666667,15.11666667,11.65,4,11.11666667,11.65,11.81666667,11.65,2,11.48333333,0,0,0,0,0,14,16,14,2,12
Cabela's Dangerous Hunts 2009,TRUE,1,TRUE,TRUE,Sports,TRUE,Activision,TRUE,42,0.13,19.95,X360,M,TRUE,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark Messiah of Might and Magic: Elements,TRUE,1,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,Ubisoft,TRUE,52,0.13,17.95,X360,T,TRUE,2008,13.23333333,35.8,12,136,8.216666667,21.25,39.8,20,17,14.3,14.36666667,22.41666667,13,45,10.78333333,10.7,15.16666667,10,74,7.083333333
Fracture,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,63,0.13,14.95,X360,T,TRUE,2008,7.9,12.71666667,7,19,6.133333333,0,0,0,0,0,10.38333333,13.71666667,8.533333333,5,8.716666667,7.016666667,9.783333333,7,14,5.916666667
Bomberman Land,TRUE,4,TRUE,TRUE,Action,TRUE,,TRUE,57,0.12,19.95,Nintendo Wii,T,TRUE,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrobike,TRUE,4,TRUE,TRUE,"Action,Racing / Driving,Sports",TRUE,Ubisoft,TRUE,49,0.12,14.95,Nintendo Wii,E,TRUE,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culdcept Saga,TRUE,4,TRUE,TRUE,Strategy,TRUE,Namco,TRUE,75,0.12,17.95,X360,T,TRUE,2008,47.61666667,48.8,47.61666667,2,46.43333333,0,0,0,0,0,47.61666667,48.8,47.61666667,2,46.43333333,0,0,0,0,0
Facebreaker,TRUE,2,TRUE,TRUE,Sports,TRUE,,TRUE,53,0.12,14.95,PlayStation 3,E,TRUE,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLB Power Pros 2008,TRUE,2,TRUE,TRUE,Sports,TRUE,2K,TRUE,83,0.12,22.95,Nintendo Wii,E,TRUE,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mushroom Men: The Spore Wars,TRUE,2,TRUE,TRUE,Action,TRUE,,TRUE,72,0.12,17.95,Nintendo Wii,E,TRUE,2008,5.516666667,6.866666667,5.95,5,3.616666667,0,0,0,0,0,7.2,7.716666667,7.666666667,3,6.683333333,3,3.75,3,2,2.25
Dragon Quest V: Hand of the Heavenly Bride,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,SquareEnix,TRUE,84,0.12,29.95,Nintendo DS,T,TRUE,2008,34.83333333,59.2,34,121,25.31666667,44.63333333,47.86666667,44.86666667,5,42.36666667,38.73333333,60.75,36.31666667,54,30.1,30.65,40.63333333,30,62,23.26666667
Ninjatown,TRUE,1,TRUE,TRUE,Strategy,TRUE,,TRUE,80,0.12,19.95,Nintendo DS,T,TRUE,2008,14.68333333,17.41666667,15,5,11.88333333,15.5,15.5,15.5,1,15.5,20,20,20,1,20,12.63333333,14.15,14,3,11.11666667
Super Dodgeball Brawlers,TRUE,1,TRUE,TRUE,"Action,Sports",TRUE,,TRUE,65,0.12,19.95,Nintendo DS,T,TRUE,2008,0.683333333,0.683333333,0.683333333,1,0.683333333,0,0,0,0,0,0,0,0,0,0,0.683333333,0.683333333,0.683333333,1,0.683333333
Dokapon Kingdom,TRUE,1,TRUE,TRUE,"Role-Playing (RPG),Strategy",TRUE,,TRUE,72,0.12,17.95,Nintendo Wii,M,TRUE,2008,24.53333333,24.88333333,25,3,24.2,0,0,0,0,0,0,0,0,0,0,24.53333333,24.88333333,25,3,24.2
Alone in the Dark,TRUE,1,TRUE,TRUE,"Action,Adventure,Racing / Driving",TRUE,Atari,TRUE,58,0.12,14.95,X360,M,TRUE,2008,6.6,9.166666667,6.116666667,18,4.333333333,9.15,10.4,8.5,4,8.216666667,0,0,0,0,0,5.866666667,7.533333333,6,14,4.133333333
NBA 09: The Inside,TRUE,4,TRUE,TRUE,Sports,TRUE,Sony,TRUE,63,0.11,14.95,PlayStation 3,M,TRUE,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sega Superstars Tennis,TRUE,4,TRUE,TRUE,Sports,TRUE,Sega,TRUE,67,0.11,16.95,PlayStation 3,M,TRUE,2008,7.883333333,8.566666667,8,5,7.083333333,0,0,0,0,0,8.583333333,8.883333333,8.583333333,2,8.283333333,7.4,7.85,8,3,6.966666667
Baja: Edge of Control,TRUE,4,TRUE,TRUE,"Racing / Driving,Simulation,Sports",TRUE,THQ,TRUE,65,0.11,16.95,X360,T,TRUE,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Destroy All Humans! Big Willy Unleashed,TRUE,2,TRUE,TRUE,Adventure,TRUE,THQ,TRUE,53,0.11,17.95,Nintendo Wii,T,TRUE,2008,4.5,4.5,4.5,1,4.5,0,0,0,0,0,0,0,0,0,0,4.5,4.5,4.5,1,4.5
Space Invaders Extreme,TRUE,1,TRUE,TRUE,Action,TRUE,SquareEnix,TRUE,85,0.11,16.95,Nintendo DS,T,TRUE,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ultimate Band,TRUE,1,TRUE,TRUE,"Action,Simulation",TRUE,Disney,TRUE,69,0.11,14.95,Nintendo DS,E,TRUE,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Club,TRUE,4,TRUE,TRUE,Action,TRUE,Sega,TRUE,72,0.1,14.95,PlayStation 3,M,TRUE,2008,6.133333333,12.71666667,4.75,16,4.133333333,20,20,20,1,20,7.666666667,9.416666667,8,3,5.916666667,4.583333333,5.766666667,4.5,12,3.683333333
Madagascar: Escape 2 Africa,TRUE,4,TRUE,TRUE,Action,TRUE,Activision,TRUE,58,0.1,24.95,PlayStation 3,M,TRUE,2008,6.5,6.75,6.5,2,6.25,0,0,0,0,0,7,7,7,1,7,6,6,6,1,6
NBA Ballers: Chosen One,TRUE,4,TRUE,TRUE,Sports,TRUE,Midway,TRUE,54,0.1,14.95,PlayStation 3,M,TRUE,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dream Pinball 3D,TRUE,4,TRUE,TRUE,Simulation,TRUE,,TRUE,54,0.1,16.95,Nintendo Wii,M,TRUE,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar: Escape 2 Africa,TRUE,4,TRUE,TRUE,Action,TRUE,Activision,TRUE,62,0.1,19.95,X360,T,TRUE,2008,6.5,6.75,6.5,2,6.25,0,0,0,0,0,7,7,7,1,7,6,6,6,1,6
Pro Evolution Soccer 2008,TRUE,2,TRUE,TRUE,Sports,TRUE,Konami,TRUE,83,0.1,17.95,Nintendo Wii,T,TRUE,2008,63.8,76.65,70,3,50.95,78.2,82.3,78.2,2,74.1,35,35,35,1,35,0,0,0,0,0
Avalon Code,TRUE,1,TRUE,TRUE,"Action,Adventure,Role-Playing (RPG)",TRUE,,TRUE,71,0.1,27.95,Nintendo DS,M,TRUE,2008,31.5,49.83333333,23.85,6,21.36666667,52.5,62.25,52.5,2,42.75,0,0,0,0,0,21,23.23333333,21.96666667,4,18.26666667
Disgaea DS,TRUE,1,TRUE,TRUE,"Role-Playing (RPG),Strategy",TRUE,,TRUE,82,0.1,24.95,Nintendo DS,M,TRUE,2008,82.76666667,113.8166667,70.53333333,14,55.7,125.8166667,137.7333333,123.1166667,5,108.2833333,77.51666667,95.51666667,70.53333333,4,63.01666667,43.95,50.63333333,42.71666667,5,39.03333333
Guitar Rock Tour,TRUE,1,TRUE,TRUE,Simulation,TRUE,,TRUE,60,0.1,13.95,Nintendo DS,T,TRUE,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost in Blue 3,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,Konami,TRUE,59,0.1,17.95,Nintendo DS,M,TRUE,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syberia,TRUE,1,TRUE,TRUE,Adventure,TRUE,,TRUE,52,0.1,23.95,Nintendo DS,T,TRUE,2008,10.85,17.13333333,10.5,127,6.833333333,12.6,17.95,12,32,9.9,12.28333333,14.95,11.36666667,14,10.46666667,9.916666667,12.8,9.75,81,6.416666667
Afrika,TRUE,1,TRUE,TRUE,"Adventure,Simulation",TRUE,Sony,TRUE,63,0.1,47.95,PlayStation 3,T,TRUE,2008,28.26666667,32.75,30.43333333,8,22.66666667,31.03333333,33.55,30.86666667,5,27.05,0,0,0,0,0,23.66666667,27.41666667,24,3,19.91666667
NFL Head Coach 09,TRUE,1,TRUE,TRUE,"Simulation,Sports,Strategy",TRUE,EA,TRUE,64,0.1,14.95,PlayStation 3,T,TRUE,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHL 2K9,TRUE,1,TRUE,TRUE,Sports,TRUE,2K,TRUE,70,0.1,14.95,PlayStation 3,T,TRUE,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brothers in Arms: Double Time,TRUE,1,TRUE,TRUE,"Action,Strategy",TRUE,Ubisoft,TRUE,45,0.1,17.95,Nintendo Wii,E,TRUE,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ObsCure: The Aftermath,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,53,0.1,16.95,Nintendo Wii,T,TRUE,2008,7.633333333,10.06666667,7.333333333,15,6.233333333,6.75,7.55,6.5,4,6.05,7.333333333,7.333333333,7.333333333,1,7.333333333,8.016666667,10.28333333,7.766666667,10,6.45
